,xpos,ypos,zpos,bz[nT],by[nT],bx[nT],pdyn[nPa]
1909,4.545127282,3.723557339,-8.374844649,-5.63933,-2.200000048,2.200000048,4.2756
4419,4.14993982,-11.20997682,0.219998671,-4.16734,-1.450000048,6.510000229,3.57645
3408,8.809997129,-0.57189701,1.260003331,-2.3685,3.299999952,-2.460000038,3.70391
4130,4.189960275,11.55997814,-2.329990231,1.05,3.970000029,-5.739999771,3.61342
11048,10.95176899,0.458534569,-2.816790417,-0.66,-1.059999943,0.319999993,1.60887
9104,9.535376792,6.708649363,-3.406349491,0.820021,-1.340000033,-3.799999952,1.59789
7398,2.374657927,-14.14173794,0.320160328,0.747908,-2.650000095,6.559999943,1.42054
2193,-0.572396428,-13.90428619,-9.232724835,-2.35043,3.599999905,-2.200000048,2.94571
5963,-9.961586062,17.74999823,-9.03151094,2.78,-5.150000095,1.080000043,2.19105
13031,7.016049586,-11.650677,-0.775310607,0.892006,1.690000057,3.75999999,1.73952
1936,5.600494213,3.641020591,-8.732872418,-2.03694,-2.299999952,2,1.97657
8631,-0.656330377,17.52496415,-0.679265953,-2.033,-1.340000033,-0.790000021,1.29526
1869,4.336321498,3.47074337,-10.55286863,0.67411,-0.100000001,1,0.944641
3240,0.592615681,1.868755374,-12.59078497,6.42223,5.099999905,-6.300000191,4.27017
11459,13.28063112,-3.59706022,-2.661540225,-1.65333,0.409999996,-3.079999924,1.00092
11883,10.64501095,0.373853088,-2.755028144,0.383437,1.5,-2.480000019,1.82298
11122,10.9306756,-1.137823787,-2.689290587,-0.662021,0.560000002,-0.850000024,1.51316
1680,-5.846611905,15.91777551,-8.220436541,-1.15257,-4.699999809,3.299999952,3.29618
11744,5.687155476,7.476580814,-4.00472985,-4.51703,6.039999962,-7.559999943,4.48626
7728,9.838306772,1.19349369,-2.883145222,0.2525,-2.190000057,1.700000048,2.75697
10227,1.685484124,14.92734234,-0.648771447,1.1985,1.419999957,3.410000086,2.55179
1391,5.765331223,-10.74730383,3.841368655,-2.11918,0.699999988,-1.5,2.44555
2871,2.834038768,10.36271934,5.720811508,-2.65306,-1.200000048,2.099999905,4.37515
161,-62.12272301,21.21912212,-2.741076712,6.139999866,-2.630000114,5.190000057,4.380000114
7102,12.44149739,4.082411076,-4.081421654,-1.07,-1.559999943,7.739999771,1.58173
3180,-6.400885188,-16.16336415,1.904981836,3.57563,-13.19999981,8,2.78421
3594,-2.119975777,16.9599883,-0.699999567,-0.4805,-2.819999933,1.169999957,2.31392
3588,-1.590020783,17.3299586,-1.059997154,1.709,-5.619999886,0.730000019,2.63289
6248,1.391982328,-5.182985854,13.75697902,-2.72,0.039999999,-3.700000048,2.57842
3863,9.280004815,-3.679999811,6.11E-16,-3.162,-4.949999809,3.049999952,2.81165
11521,12.74954104,0.076572752,-3.804167057,-0.6565,-0.870000005,2.890000105,0.645513
8547,12.13340107,-0.333881379,-3.542591293,-0.8936,1.429999948,-2.980000019,1.58301
4020,4.259947666,-10.78001715,-4.429997214,-0.355,-3.660000086,2.819999933,2.97547
6332,-5.459021256,-21.59046268,-7.512477392,-0.89,-0.579999983,-1.25,0.653684
4374,-2.879931575,-15.0100091,-5.729999275,0.879887,-5.519999981,-3.460000038,2.43043
6856,9.621054744,7.589708147,-2.443185649,-1.40854,-6.090000153,1.370000005,1.35579
6720,11.86470894,4.027152384,-3.109420787,-3.89,-2.5,-2.450000048,2.59616
2337,0.450980743,-9.191375158,7.844522924,3.34383,3.200000048,-3.200000048,5.89641
8016,11.29653228,0.801872637,-2.921430691,1.45469,2.569999933,5.380000114,1.51883
6736,9.874619889,0.908596004,-2.567397562,0.2775,-2.339999914,2.930000067,2.16442
2839,0.615023699,15.74715962,0.086012172,-0.572896,-3.400000095,0.300000012,2.34269
4802,-8.38104935,-13.70599437,9.600517028,-2.7,2.769999981,-8.859999657,4.50316
2350,-5.468434809,-18.44119194,0.741863261,1.85248,0.100000001,2.799999952,2.05334
7376,12.09214467,0.032767132,-3.487650434,0.2168,-5.699999809,0.610000014,1.02072
5877,-6.52049654,-16.70601415,-1.909509668,-2.06,5.730000019,-3.950000048,2.40895
3256,-5.942222606,12.87495446,-12.99567934,-0.125912,-1.200000048,1,6.09757
7016,9.804491344,-2.048000434,-2.050300013,-2.75,-5.579999924,1.029999971,2.74476
1693,-5.945167329,17.7288802,-2.825392432,-1.55526,-2.700000048,4,2.21384
872,6.45526004,-1.636545422,9.481228011,-2.44577,13.5,-14.19999981,2.04152
10224,1.730224011,14.98478356,-0.605721799,1.4135,-2.579999924,7.679999828,2.58871
10671,10.34155178,-4.152147316,-3.787774197,-0.752,3.170000076,0.49000001,1.89108
2780,3.376949465,2.978866463,-11.77985282,2.39941,-3.400000095,3.599999905,2.52943
2089,0.884619379,-1.979173629,-11.16406517,5.40022,999.9000244,999.9000244,3.06701
3772,-2.469934781,-15.71003524,1.830376712,0.609787,-3.74000001,6.130000114,2.74334
6773,10.33571704,7.709557073,-4.321962904,0.524005,-0.270000011,4.050000191,1.04105
2053,2.401328568,0.809865703,-10.06465241,-0.0507255,3.400000095,-4,5.22335
2940,6.325890546,3.231582099,8.38347916,3.07024,-6.599999905,0.200000003,2.578
7270,9.682254499,3.020084759,-2.958422024,-4.01586,-0.360000014,2.390000105,1.86463
11805,10.26592864,1.059952691,-2.653238892,0.39625,9999.990234,9999.990234,2.45434
10566,11.14957968,-1.642010474,-4.071335628,-2.0648,-0.769999981,4.21999979,1.20036
3389,1.865446385,11.33610099,4.526967757,0.331072,1.799999952,-4.900000095,9.12492
8847,7.622357714,9.622874065,-2.364838366,-0.6775,6.53000021,1.289999962,1.81579
8849,7.592548173,9.612307239,-2.375346827,-0.6105,2.200000048,-6.96999979,1.863
4781,-9.339052687,-10.88195724,14.63799071,-1.23,11,-4.389999866,2.14263
12296,11.54740116,-4.078324547,-2.351740511,-1.2463,-0.620000005,3.789999962,1.04185
10629,10.55640065,-2.615248569,-3.922273034,1.58041,-0.379999995,1.399999976,1.52478
1161,-5.96541006,13.82442626,5.186057417,-1.36493,-3.299999952,5.5,8.98453
12629,4.020780815,10.40361891,-2.130932502,-1.71,9999.990234,9999.990234,4.30705
11671,9.997663075,3.052635639,-2.196526181,0.579503,-3.230000019,-2.579999924,1.541
745,7.199996595,5.009996921,-1.240003474,-0.1,0.400000006,-5.800000191,6.62
11889,11.11132678,0.677932482,-2.907809307,2.67,1.679999948,-2.359999895,1.95803
1393,0.269463473,-11.34067492,-10.79433328,-1.86365,1,-0.400000006,1.77947
7582,1.358849992,-13.79358726,-2.487482334,-0.0590835,0.519999981,-1.840000033,1.91907
11592,10.06288451,-5.288239909,-2.523341864,0.665,1.529999971,-2,2.03671
10176,1.457674263,15.28539694,-0.97075197,2.6895,1,-0.389999986,1.75647
8612,-14.39265832,-16.12143393,-6.744528081,-0.080068,-5.389999866,5.760000229,5.62457
2947,4.166793213,-0.485924723,-9.647279797,-0.719646,2.700000048,-5.099999905,2.02357
11066,9.308803708,6.717756618,-3.236299424,0.5855,1.620000005,-3.819999933,1.53271
9430,9.956964805,-3.765482879,-1.664283872,0.056252,-1.720000029,-2.950000048,3.53548
136,-60.89719833,-7.997817435,11.85435698,-20.11000061,7.75,2.420000076,3.220000029
8241,12.56209141,2.90128818,-4.872006666,-0.997641,-2.109999895,2.579999924,0.837293
1270,3.303844734,3.231255325,10.44624137,-3.49366,4.900000095,-10.5,1.35953
7103,12.43828171,4.083298636,-4.081934502,-1.11379,-1.200000048,7.820000172,1.58075
822,-13.60002036,-6.549989291,22.99002163,-4.8,2.099999905,-4.400000095,1.74
8837,10.40682531,3.76762401,-0.130008786,-1.01,-2.609999895,-8.510000229,2.63193
1041,-7.62055498,-17.11905731,3.684004054,-3.98579,-4.300000191,3.5,2.02016
7858,9.849421575,1.262540542,-2.4873601,-2.41375,1.559999943,0.25999999,2.34993
10552,6.618593208,7.971686143,-2.330417127,2.2526,-3.049999952,4.239999771,2.91059
6961,9.430788651,6.468743484,-3.319043108,-1.87813,4.099999905,-0.039999999,1.74316
12473,-5.125895959,17.12944869,1.410439114,1.975,1.679999948,-2.24000001,4.91474
4305,-1.799928042,-16.27997124,-0.61999848,1.5365,-6.909999847,-1.519999981,2.26328
6523,3.387112627,12.11700641,-1.420096322,0.0325,-1.690000057,4.309999943,4.20658
12470,-11.8930605,21.47447534,-2.985895179,3.612,2.369999886,1.679999948,2.06031
7320,13.50201976,-4.120542158,-2.410497854,0.091,2.25,-2.079999924,0.653684
11611,12.01369481,-0.143256885,-3.524705845,-0.5,-1.24000001,-2.529999971,1.52526
2460,-3.268284511,-14.71598553,3.399923026,-1.62944,-3.799999952,5.400000095,2.52402
10730,10.27916353,-6.157234574,-2.807950452,0.105,-4.619999886,-5.699999809,1.31599
9392,12.50662221,-1.766653489,-3.328540262,0.06264,-6.329999924,-4.659999847,0.946494
2850,3.383140373,-0.019747412,-8.329217806,-8.64485,0.200000003,-4,8.2051
9260,7.423308941,5.614459407,-2.319388127,3.32138,3.579999924,-1.230000019,4.03786
270,-46.41877754,30.21328883,-11.2731894,-0.829999983,-1.029999971,2.619999886,0.730000019
1147,-5.072792654,17.82059957,-4.330147642,3.62243,7.900000095,-5,2.41282
3623,-1.917979442,15.48997369,4.859995554,-2.37,-3.920000076,4.420000076,4.80579
2226,-2.46926874,-11.55198801,-12.64515738,2.93989,1.5,-2,1.69474
9038,12.49101418,5.457491829,-5.057249893,0.092888,2.24000001,-4.199999809,1.45753
8197,11.58459579,4.706961832,-3.791791961,0.472145,1.799999952,-2.75999999,1.56808
2523,-7.173178837,-17.15314619,-0.365698593,2.64861,0.100000001,-0.600000024,3.76146
13150,10.23926959,-2.856103286,-1.685244428,0.583983,2.180000067,-4.139999866,1.63179
6935,8.772400035,6.948614191,-2.484209735,0.253708,1.690000057,2.930000067,1.67249
6156,4.682007931,-3.937010437,8.940020879,8.67,1,4.090000153,2.21526
7436,3.640842316,-12.67828801,2.068456889,-1.16529,1.629999995,2.789999962,1.66412
1835,-1.808334497,13.96064172,5.716814462,1.32634,1.200000048,5.599999905,3.60909
12417,9.464458788,-5.221178276,-2.423243284,3.006,2.029999971,1.419999957,1.77584
7052,13.55445609,1.077333114,-3.916810383,1.17227,1.789999962,-4.829999924,0.714211
8345,8.687086785,-3.999568104,-1.831967639,-1.03598,3.339999914,-4.300000191,3.48839
1426,-2.360372794,-18.57967592,-3.430558448,-1.16835,-5,1.600000024,1.11924
2669,-4.527421269,15.9343701,-8.813327623,-3.14479,-0.899999976,4.5,3.63514
5467,0.50353393,15.00447528,-3.297990574,-0.75,-1.830000043,-2.690000057,2.67526
5402,-7.13754239,18.61593508,1.86199639,-4.71,-1.840000033,-4.46999979,3.52263
5490,3.347035202,9.051981485,-5.415999334,1.87,3.130000114,-4.400000095,5.37474
1841,-1.711644343,14.3957524,5.214969794,1.96449,-1.399999976,0,2.93677
4355,5.109125988,10.4800288,-0.110000398,-8.6948,-1.019999981,-6.369999886,1.83958
9138,11.0197648,5.344616409,-4.748589343,1.90644,4.440000057,-3.519999981,1.10954
6365,0.343995265,-8.351508387,-7.229009332,-12.83,0,0.159999996,6.80316
62,-50.73282905,-27.26869689,-13.14345719,-2.200000048,2.480000019,-1.899999976,0.479999989
194,-51.77204755,-29.45446817,-15.5018067,0.850000024,-2.069999933,1.850000024,0.870000005
5560,5.56902963,-0.75500762,-9.057991417,-4.16,-3.00999999,2.960000038,3.08684
1860,4.553652717,5.55340857,-11.56520666,1.08294,-1,1.100000024,1.05615
6222,3.655036081,-4.3120412,11.4199724,-6.03,1.960000038,-5.150000095,5.27789
652,-57.11266098,18.38639015,-9.906576092,4.739999771,-7.75,5.400000095,3.00999999
2981,3.7463875,1.28887193,-10.51176288,6.256,-7.599999905,-6.300000191,1.28658
1261,3.926951707,5.203923338,11.08966763,-2.04,7.099999905,-9.399999619,1.98855
9488,11.68504356,-4.110752601,-2.363510172,-1.26527,-0.400000006,2.930000067,1.04034
8289,9.792874794,3.215980052,-4.466636827,-0.479966,-0.189999998,-2.779999971,2.00601
9181,7.407922691,-2.682908217,-1.010296883,-3.30492,3.319999933,0.189999998,4.78117
3709,9.494011408,6.83002368,-2.690004597,-2.124,14.51000023,-0.699999988,4.22554
3974,8.058479184,-8.400022971,-1.989998448,-3.436,5.519999981,2.809999943,2.90042
5415,-6.53956576,17.06396623,0.847498935,3.51,9999.990234,9999.990234,3.28053
10015,-0.293039371,-14.14512322,-2.020471715,2.10735,0.639999986,-1.080000043,2.41877
7806,12.0651206,6.085686026,-3.884860185,1.367,-1.149999976,1.220000029,1.00958
4170,9.800019738,5.300009724,0.420000651,2.35333,-5.829999924,0.079999998,2.04579
1231,3.223299602,9.399790038,10.89367986,1.03666,-2.700000048,9.899999619,1.29504
2710,-0.94666585,8.608893117,-13.60929275,3.84079,0.400000006,3.5,3.80363
4567,7.260027741,-6.52002912,-2.37001189,-6.353,-1.669999957,4.690000057,2.21082
10475,10.90335049,-0.786630767,-4.266028288,-0.250097,-0.75,2.269999981,1.74316
11021,8.420466399,-1.319944442,-1.824874578,-5.39631,1.419999957,1.049999952,5.52
5112,3.969973218,-1.858990527,9.916052345,1.98,5.610000134,-2.359999895,1.50105
10263,1.368198234,14.50056088,-0.942055715,1.8805,-1.139999986,2.24000001,2.44466
6067,-3.346571248,17.42703558,-5.557009519,-2.99,-3.440000057,7.650000095,1.79158
614,-54.99072073,26.17621999,13.91802569,-2.960000038,1.789999962,5.590000153,1.809999943
8513,8.954496762,-5.325271616,-2.273477996,0.548,-3.089999914,1.149999976,2.622
13054,6.437678016,-12.08172991,-0.389981314,1.215,0.430000007,2.269999981,1.25895
8248,12.24711964,3.01117537,-4.905233967,-0.35,4.309999943,-1.970000029,0.817937
1980,5.188546532,1.295297358,-9.058408154,0.99025,3.299999952,2.799999952,3.45114
3800,2.189961015,-13.39002713,0.760000527,-3.696,0.810000002,4.75,2.12044
2891,4.867731398,3.411199645,-8.70828917,3.20152,-0.800000012,3.400000095,2.02339
5111,10.63601874,-1.087007644,-6.016015002,1.28,4.619999886,-4.050000191,0.956316
445,-58.75046877,-23.93919999,-12.14464237,-0.170000002,3.289999962,-3.470000029,4.889999866
244,-45.2590385,31.16982349,10.93825089,-4.039999962,4.170000076,9.25,5
443,-57.70256429,-27.24182284,-8.140228372,-0.389999986,4.239999771,-0.550000012,6.159999847
6546,7.585600406,-3.396504947,-5.403803521,-1.73167,9999.990234,9999.990234,3.44193
6509,-11.24407463,-17.38792292,-8.220995279,3.15,0.629999995,4.860000134,7.00895
2583,-10.26432737,-15.04126236,-5.90475373,4.22986,3.900000095,-2.900000095,6.92423
5397,-7.889543292,20.93600327,0.863999742,-1.1,0.449999988,-4.559999943,2.67284
10565,10.99901572,-1.680332159,-4.023045561,-0.475199,-0.819999993,3.930000067,1.13063
4196,9.299971298,4.799980246,0.039999913,-3.40894,2.910000086,-3.069999933,1.67936
97,-51.33676571,-21.48429042,2.884477017,-0.25999999,2,3.5,1.779999971
3744,9.209958461,4.629981391,-0.869996255,-1.08383,-2.960000038,0.660000026,3.27689
4215,10.59995695,1.35999716,0.869996119,-3.26767,-10.02999973,2.140000105,1.45909
3576,-1.599960327,17.40004238,4.880004556,-1.92796,3.789999962,-3.630000114,2.03368
1476,-4.674460107,-16.041665,-5.902039569,0.472011,3.299999952,-1.700000048,1.97929
10038,2.151519512,18.22859971,0.351622715,0.907978,-0.660000026,-2.890000105,1.0011
12839,8.01792004,8.032009259,-3.897150978,-3.00711,1.929999948,1.019999981,1.95141
10957,8.475937573,7.493745569,-4.180287675,-0.44,-0.709999979,1.419999957,2.10026
6467,-9.909940707,-20.0395313,-5.680993115,-1.83,-5.130000114,0.170000002,2.44526
9462,12.92944257,2.00499968,-3.949225253,1.01211,-6.849999905,4.989999771,1.08631
1332,4.465907796,1.118381495,-9.376769507,-5.25391,-3.900000095,5.699999809,2.08895
8085,10.26642442,-1.873681646,-2.202075457,2.35204,0.25999999,2.869999886,2.65652
6437,-14.16196832,-22.46900411,5.767987254,1.43,-3.539999962,5.179999828,1.22263
404,-51.44783054,-25.22308273,5.640598072,1.399999976,3.670000076,-4.820000172,1.899999976
4236,7.03000137,6.950004618,-0.940000621,-1.93767,-10.73999977,7.769999981,4.85421
6552,8.100229847,-7.72633428,-3.691308904,-0.64,-2.779999971,3.839999914,1.38
882,4.866434102,-1.266368853,-8.175875939,2.19531,4.300000191,1.100000024,1.35579
7824,8.43041299,9.376130809,-1.651733464,1.03,-10.39000034,4.730000019,1.61605
9782,-1.845990127,-18.47949471,1.863228914,-0.381894,-0.680000007,2.150000095,1.07522
3949,8.160001266,-6.790006577,-0.699999981,0.35,9999.990234,9999.990234,3.03096
6647,10.89615914,4.221694106,-2.008071137,-0.434008,-1.470000029,0.300000012,1.70321
5137,5.794020248,-8.313035091,-4.190011332,-0.72,3.829999924,-5.349999905,3.66789
3073,0.49641407,-1.35603136,-12.68658127,2.87353,-7.599999905,4.5,1.70684
7573,0.741088039,-14.27285183,2.444358676,-0.468526,-3.549999952,-3.730000019,1.81874
4587,10.29999415,-2.052249182,0.030000035,2.41066,-1.190000057,-5.829999924,2.36641
7046,13.31252906,0.813667623,-3.74249534,-0.640312,-6.670000076,1.769999981,0.790625
11081,9.613187695,6.694712868,-2.924679058,-3.55262,2.180000067,-1.899999976,1.63807
7745,9.288449091,1.744334722,-2.812733567,-1.984,0.829999983,-2.829999924,3.98263
1105,-6.333879655,-13.74847846,8.826852946,-3.55132,-0.300000012,4,2.30474
229,-55.47047765,13.25099274,-7.178347898,-2.660000086,11.43999958,-0.560000002,7.340000153
7366,12.35704646,-5.163914686,-2.28640611,-0.8439,-3.109999895,5,1.27105
7189,11.9521274,3.085385333,-4.055255478,2.89502,2.920000076,-0.01,1.08795
7445,1.46086533,-14.19036126,2.904788356,0.40543,0.430000007,3.170000076,1.82789
9116,10.02693904,-1.030017941,-2.388800073,-0.653463,1.409999967,-3.529999971,1.74688
9226,13.56754458,1.525593627,-3.9016584,0.284836,3.710000038,0.01,1.00663
9027,10.32763659,0.591647037,-2.601198133,1.01451,2.039999962,-4.440000057,1.81143
4640,11.05996614,-5.039987486,-1.499996033,1.75441,-9.239999771,2.25999999,1.28992
5554,10.0069842,-0.302001348,-9.592476555,-1.55,3.390000105,3.450000048,0.871579
3550,3.019948947,-12.48999233,-0.049999995,-4.86107,-7.21999979,5.849999905,2.34767
3225,-5.539990027,9.686041223,-14.33831029,4.00001,-6.300000191,6.699999809,3.71631
2529,-7.396094038,-17.18006594,-1.305996667,4.33778,0.100000001,-3.799999952,3.90456
12583,-2.797440717,19.44779074,1.890512712,-0.251013,-0.75,-2.789999962,2.59234
7373,12.26761333,-0.16259588,-3.505955195,0.2042,-0.389999986,1.830000043,1.10933
10724,11.26806194,3.991444846,-2.465412863,0.51,4.079999924,-4.570000172,1.48774
4780,-9.251973244,-10.73153926,14.53450995,0.57,9.460000038,1.840000033,1.40421
5989,-7.3130629,19.02646467,9.953495481,3.79,-2.019999981,-0.550000012,2.27579
6712,5.754995636,7.564086625,-3.763797222,-3.02689,-3.349999905,5.320000172,4.50218
8220,10.16035329,4.794907036,-3.849703093,-0.32719,1.830000043,-5.289999962,1.84
2132,-1.31548293,-1.963293036,-11.07271121,5.92466,-5.5,8.300000191,6.72858
6287,0.386046785,-11.90852761,-9.749523077,0.02,-0.649999976,-2.099999905,1.63421
2232,3.374799038,-8.98618724,4.750757458,1.3796,-2.099999905,3.799999952,6.55278
10682,10.73707074,-4.442094047,-3.812027471,-1.33,-0.129999995,-2.730000019,1.28316
7184,12.62237248,2.418266707,-4.322304417,-1.09372,0.930000007,-6.989999771,1.12809
10340,11.12732387,2.588727504,-5.137543744,0.325078,0.090000004,-4.150000095,1.22263
12173,9.34788718,-3.138199726,-1.876731606,-2.51258,-0.25,1.379999995,2.74824
7370,12.58033734,-5.096716692,-2.279314864,-1.0172,-1.600000024,5.619999886,1.27008
3648,-3.510002813,-16.00004395,5.850021574,1.03125,-5.25,6.769999981,2.40895
8377,11.71102949,-4.031572076,-2.477978192,-0.531608,3.920000076,1.230000019,1.08947
4410,8.640010281,5.560002755,1.630006172,3.40834,-1.74000001,7.739999771,5.11743
11606,13.10117054,-1.468880744,-3.431756195,-0.00230283,1.370000005,-2.779999971,1.3754
6109,2.594012374,8.197028894,-8.445026309,-1.82,3.289999962,-3.089999914,0.968421
12882,-1.648648861,17.96106149,-1.137483533,-0.2633,-4.559999943,1.419999957,1.12579
13112,9.904955802,-4.346187493,-1.278206584,1.0105,2.059999943,0.709999979,2.19105
5540,3.884533003,-1.639012639,10.23750857,1.53,0.600000024,2.859999895,1.58579
10542,6.984872787,8.059735208,-2.597027942,-4.1072,0.389999986,-2.549999952,2.98153
12442,12.13766148,-0.137975955,-3.595646327,-0.5,-0.75999999,-2.809999943,1.52526
12964,0.138969812,16.85194702,0.051920756,0.1001,-0.660000026,1.100000024,1.61226
11644,6.83795437,9.106942938,-2.023491844,0.607491,-0.819999993,3.930000067,3.39653
6479,-8.265477402,-19.16204775,-3.836997736,-1.21,-1.429999948,-3.829999924,1.75526
112,-49.20562027,25.84948745,-4.199530331,-6.150000095,3.980000019,-3.420000076,1.360000014
9075,8.147597136,5.912526309,-4.639486373,2.55883,-2.539999962,4.039999962,3.88831
8663,9.264421304,5.781746886,-3.700273639,0.006001,2.49000001,0.850000024,1.33218
2721,-0.050201428,10.97609643,-11.12321518,0.621521,4.400000095,-5,3.11304
8543,12.82777807,-1.129599517,-3.49090468,0.0301,1.50999999,-1.879999995,1.37988
4545,-4.64995943,-12.37004575,-1.400008627,-6.91183,0.899999976,-5.949999809,5.38442
3244,-2.540411283,7.374269834,-14.9070507,-9.98685,-3.299999952,3.900000095,9.00972
7001,13.01940137,1.126833732,-3.711826866,0.285807,0.460000008,2.960000038,1.30248
9285,12.01728557,4.541281282,-3.883922352,0.293355,0.769999981,3.660000086,1.48895
8560,10.72717933,-5.880832191,-1.058174493,0.042,1.00999999,-6.190000057,1.59547
12802,7.485089257,8.091947698,-4.356912795,2.94931,-1.720000029,1.00999999,1.80739
243,-44.35043682,32.09954007,-1.323628761,2.50999999,-11.21000004,8.550000191,1.99000001
9940,-7.30164854,-16.99483068,-5.163246597,2.08795,1.610000014,-2.75,2.26906
4867,-12.578495,15.34945468,11.62848681,0.12,-2.319999933,-2.809999943,4.05526
9707,-4.353891663,-17.64827708,-2.45171521,0.106435,-0.349999994,-1.789999962,2.08086
10308,0.11436455,12.4898725,-1.734840589,-1.583,-2.619999886,1.840000033,3.4845
5417,-6.383026006,16.67296139,0.403999087,-2.9,-14.32999992,5.71999979,4.37
8606,-0.519662652,-16.38575219,-1.21834834,0.198429,2.539999962,5.769999981,1.4095
5409,-6.578921081,17.16203529,0.948999739,-3.72,2.75999999,-4.389999866,3.57105
1808,3.2265665,7.748665338,-9.439398622,3.47894,-1.200000048,0.699999988,3.4181
6296,-3.391521898,-7.52947589,11.61347373,-0.88,0.75999999,-2.589999914,6.35526
9296,11.35590488,4.643069416,-3.936454118,-1.19012,9999.990234,9999.990234,1.66521
4627,6.520004015,-7.49000297,-2.919998911,2.92,2.049999952,-2.150000095,3.67274
10218,2.095569361,15.42990255,-0.246167849,0.6275,-5.550000191,6.050000191,2.11751
10837,11.98410098,5.562689039,-3.671708157,0.312001,-2.049999952,3.029999971,1.05316
2189,-0.214419197,-14.47335239,-9.197376524,-0.603649,1,-3.5,3.08684
7154,7.429525269,4.043211855,-3.646217567,-4.00197,-3.859999895,4.789999962,5.16825
2718,-5.203574386,15.01606041,-11.01461027,-1.54917,0.400000006,-6.699999809,3.38036
4581,9.900041243,-2.970014591,-0.300001348,-1.252,8.840000153,-8.800000191,2.88347
1674,-6.837828132,15.45421295,-8.434318723,8.18328,1.600000024,3.900000095,3.54187
4550,-3.661773092,-12.28995086,-1.309997705,0.175,8.229999542,-0.839999974,6.14645
3515,4.809952048,-11.10998304,-4.229981522,-1.174,-2.559999943,5.449999809,2.36658
265,-44.97926655,-32.99207348,11.38567604,-0.109999999,-3.190000057,1.129999995,0.860000014
7053,13.81579542,1.538609948,-4.286899125,0.260546,-2.430000067,4.349999905,0.545871
8731,10.90750088,-1.911132246,-5.742792322,1.2321,0.059999999,7.550000191,1.3475
11181,13.58972562,1.48017485,-3.887079101,0.239375,-0.560000002,2.630000114,1.0123
417,-52.25495898,22.88173538,-12.938492,3.029999971,-4.010000229,6.619999886,2.24000001
6393,-6.383056562,-19.51847103,-5.82449879,-0.75,9999.990234,9999.990234,1.56158
8038,10.56355812,-0.914439283,-2.598376957,-1.59236,-2.069999933,-1,2.02863
852,5.200160935,4.016524131,10.20834542,4.16775,-3.5,3.700000048,2.39684
4747,-1.507999605,-6.381428345,16.58456306,1.34,4.320000172,0.02,0.786842
8804,10.41673972,-7.556742899,-3.544236682,-3.0544,-0.689999998,-2.940000057,2.25352
2639,-0.335326776,5.078447817,-12.64595463,1.25546,-7.300000191,2.799999952,5.05725
12018,13.48819659,1.472405749,-3.881864919,0.284687,7.429999828,-6.820000172,1.02554
844,3.568843823,6.107041925,9.620420235,-4.9568,-5.199999809,3.599999905,1.65709
3520,5.377057962,-11.00000369,-4.459991189,-0.439853,0.74000001,6.789999962,2.74006
531,-53.49219852,26.46433449,1.646465942,-0.01,-4.340000153,4.489999771,3.089999914
9907,-1.055944486,-16.08254961,-0.962635047,-1.41539,-1.460000038,1.480000019,1.23474
5895,-14.25154628,-17.13090693,-1.910495442,-5.72,-1.809999943,-2.789999962,3.86158
4297,2.967738876,11.91004184,1.239998495,0.418187,-6.789999962,3.930000067,2.74652
490,-50.32733463,27.04565466,-12.1201764,1.00999999,8.520000458,5.429999828,1.820000052
4313,0.909944388,-14.730043,-2.059998982,-1.70233,-6.820000172,5.75,2.36053
8603,-0.89041781,-17.25636157,-0.672487444,-2.43758,-2.710000038,0.720000029,1.26147
241,-44.10397129,-32.52312999,0.900797954,-1.059999943,-0.25,3.960000038,0.829999983
4167,5.060013015,8.74001129,-3.070006531,-3.01,-4.119999886,7.090000153,3.88579
5673,1.789963955,-12.57201625,-4.368506493,0.58,-0.930000007,-3.25,2.68737
5518,8.905973055,10.54996229,-4.193986642,-0.14,-5.400000095,2.650000095,1.51316
6338,-5.106034361,-20.88102902,-7.881013974,-0.75,-0.419999987,1.559999943,0.677895
9650,11.84811487,0.057808359,-3.535490412,-0.5186,1.779999971,-7.820000172,1.33327
70,-55.17511777,-12.46817636,-10.13308191,-2.5,1,-1.909999967,1.590000033
2111,6.150654181,-5.157598833,5.800001468,-2.86676,2.700000048,-1.100000024,2.96579
5103,8.913013569,-0.822003085,-5.647011505,-4.15,1.379999995,-6.489999771,2.21526
4190,9.910030505,3.850007583,0.470001057,-1.93697,0.200000003,-4.079999924,1.61313
8368,8.657951511,-4.328038475,-1.793166109,3.95185,5.050000191,-1.889999986,4.85275
948,-2.173094887,-15.22072928,-8.276717734,1.08778,2.799999952,-4.199999809,1.83992
5978,-4.528017368,8.608960844,15.35296313,0.22,2.210000038,4.53000021,1.96105
4846,-10.61601095,13.3480203,11.73100701,-0.98,2.839999914,0.079999998,4.06737
10491,8.386843463,9.649492755,-3.129582655,0.514193,1.220000029,-2.269999981,1.17518
1021,-3.046944192,-11.12558628,10.44081447,3.16365,2,-2,2.61474
7193,10.94634675,-3.541933967,-1.823934779,0.4897,1.309999943,-2.039999962,1.36208
3675,8.200028516,10.63003165,-1.200003666,-0.782019,-6.619999886,3.25,1.04105
12692,-5.441094864,23.88366582,-1.256171295,1.9756,-0.07,-1.220000029,0.962611
9019,8.891130387,7.428334068,-3.77900423,0.462376,-1.909999967,-3.25999999,2.66316
5759,-1.961555742,-15.2079948,-4.062506905,3.16,-4.349999905,2.24000001,2.33632
