,xpos,ypos,zpos,bz[nT],by[nT],bx[nT],pdyn[nPa]
8459,3.821621467,-15.23999446,0.283100029,1.125,-2.160000086,-2.99000001,3.11105
13362,11.04085807,2.527828696,-3.360700571,-0.37367,0.50999999,-0.479999989,1.80806
12423,11.51503807,-1.06719981,-4.343562247,0.93,1.539999962,-2.109999895,1.34368
5372,8.39998285,-7.339994647,-2.099992311,-3.41424,-4.070000172,-4.840000153,1.68512
11925,-9.407401978,-15.15637195,-5.673282848,-3.14495,3.380000114,-2,4.79941
5902,6.759980552,-9.939979185,-2.209998652,0.808,-2.640000105,-0.959999979,3.10863
7604,-2.235012376,-5.767955614,12.97597907,-3.49,-2.069999933,-3.039999962,3.24421
9034,12.73184276,-1.545480047,-3.205430313,-0.050218,4,-2.039999962,1.54828
6101,8.869975664,5.379989554,-0.259998872,-2.54796,-4.079999924,4.389999866,1.72284
7146,-10.9220382,-16.72000781,5.888006935,-0.6,-1.379999995,6.119999886,2.20316
4055,4.620589339,-3.582398637,7.155346186,-5.65376,-4.269999981,4.25,6.63197
3003,-4.738947608,-13.30602084,7.946450054,-3.5093,-3.900000095,-2.099999905,3.09429
12827,7.231309711,8.461309089,-1.778587902,-1.44675,-0.569999993,1.330000043,2.41318
13677,7.5172094,8.610566301,-1.849496152,-2.0585,0.300000012,-2.730000019,2.33299
4370,-4.39692041,-15.73692211,3.493381257,-4.93367,2.670000076,0.090000004,2.85
4968,0.335792321,-4.187061929,-11.48250621,-2.328,0.050000001,2.779999971,2.3
8581,8.581579231,9.457349865,-2.013944466,-2.8,0.779999971,3.5,1.5059
11095,12.99463732,0.68441743,-3.690656377,2.86235,-0.620000005,1.429999948,2.96201
6908,5.193972163,11.80097815,1.960996396,-5.81,-1.809999943,0.079999998,3.36526
14320,9.474308086,-5.220508749,-2.425524828,2.784,0.980000019,2.299999952,1.76495
3047,-5.118332437,17.88071835,-4.107870844,1.38002,0.899999976,-2.900000095,2.30907
5203,0.136695554,8.895085801,-12.75240935,-3.48035,-4.840000153,-3.349999905,3.07146
7787,-13.5539798,-19.10395889,4.620991396,-3.9,0.790000021,3.680000067,2.3
13091,13.7581989,1.769248082,-4.070531316,0.4625,-1.279999971,0.550000012,0.848882
6594,8.899997986,-9.209995955,-2.729998618,-2.77867,-1.179999948,3.160000086,1.87712
14785,-1.652685241,17.94785212,-1.138419886,-0.363533,-1.269999981,2.420000076,1.12365
14551,5.222382756,12.64164324,-2.619196725,-1.635,-1.710000038,2.710000038,1.21718
5586,5.670028963,9.95001403,-4.710011121,-1.141,5.25,-0.790000021,4.28829
14224,12.11562367,1.508706959,-3.803063918,1.4175,2.619999886,1.129999995,1.0611
6042,3.879535373,11.22999254,-2.069999264,-0.647931,-0.819999993,1,2.7696
3945,2.609641687,-0.297044556,-9.823541152,-1.0152,3.140000105,6.889999866,2.08495
8296,-6.357441266,-19.46056129,-5.914501895,-1.04,9999.990234,9999.990234,1.70684
3673,1.86108889,8.760610378,-10.23239057,-3.63474,-5.349999905,6.199999809,3.63173
7909,-8.557449218,20.60153128,10.33601081,0.99,-3.140000105,4.050000191,1.79158
9520,1.996768304,-12.9982804,2.218675847,1.71017,-3.970000029,2.420000076,3.57846
12654,10.14165615,-6.589851859,-2.418309102,-0.3914,-0.200000003,-3.720000029,1.34368
3176,4.8579666,5.055760154,10.54159276,5.0134,2.400000095,-4,1.68263
14338,13.20030357,-1.472524109,-3.498482164,-0.051,-2.50999999,3.299999952,1.35579
12985,9.272049728,6.667994175,-2.92562092,-2.78278,-0.340000004,1.389999986,1.53769
12875,9.159605321,7.44113691,-3.711499301,0.426124,5.03000021,-1.940000057,2.97789
10146,12.30816085,2.990183712,-4.900434175,0.152672,1.220000029,0.239999995,0.807969
5202,0.05739141,8.944466865,-12.85145593,0.0697567,-4.800000191,-4.989999771,2.08424
2741,3.856453436,8.780157328,9.697976174,1.95834,-3.599999905,1.5,1.27483
5557,6.73001227,11.10997334,-4.49999306,0.3015,-1.720000029,1.389999986,1.73166
11304,12.80985009,1.915636849,-4.617935368,-0.40141,2.099999905,-1.730000019,0.773967
8391,-7.668092691,-18.67996602,-3.683991714,-0.93,2.890000105,-2.299999952,1.77544
6516,8.720035857,-5.700027576,-0.650003295,1.5165,-1.820000052,4.449999809,3.35578
8434,9.223828115,8.36823032,-2.052102491,0.469167,0.129999995,-4.78000021,1.21557
11263,9.259008539,-3.264058122,-1.760725472,-1.44046,-0.540000021,4.579999924,2.63885
13469,8.297911491,-5.377494853,-2.078473191,-1.23,-3.369999886,0.639999986,2.48158
4763,4.073002125,1.968177585,-8.742416599,9.5419,-2.269999981,4.840000153,2.15717
14678,7.020986791,9.266059626,-4.743577837,-0.78405,2.920000076,-2.200000048,2.02055
13617,11.42636698,3.553728737,-3.837456455,-0.628625,-0.689999998,4.010000229,1.28414
4022,3.993915177,-8.700347616,-12.76105093,1.33765,-3.200000048,3.089999914,0.900774
11401,11.24741135,2.455778772,-3.445050199,-0.357765,0.430000007,-2.970000029,1.73071
13368,8.404081121,-4.975381941,-0.479373717,0.977807,-0.119999997,-1.549999952,2.97676
14187,7.693050191,2.746173999,-3.632811465,-2.01743,0.25,-1.25,5.3317
11706,-5.046141678,-18.77429839,-0.222822626,-0.723045,-1.330000043,2.140000105,2.99429
9234,12.69031934,0.420325002,-3.72676325,1.5165,0.920000017,-3.539999962,0.63129
2889,2.199260198,-11.61403827,7.1188996,5.78562,2.200000048,4.400000095,4.15768
12062,8.178129538,8.671298662,-1.744284878,1.20279,-0.529999971,2.609999895,1.36208
12956,12.3791266,1.506584241,-3.408901961,-0.59325,-3.279999971,-0.980000019,2.29314
13135,12.16361617,4.457801534,-3.863196776,0.620475,1.129999995,-1.570000052,1.46652
13520,11.46315124,0.390148728,-3.464143455,-0.5784,-1.139999986,2.859999895,1.25314
10448,12.15853693,-0.360343443,-3.542780655,-1.0196,-0.870000005,2.99000001,1.57223
7039,5.794020248,-8.313035091,-4.190011332,-0.72,0.589999974,-2.130000114,3.66789
5788,10.43995516,2.999985887,2.289991802,-0.904,-0.150000006,4.329999924,2.52939
9144,8.385106049,-4.309586457,-2.041706347,1.29754,0.810000002,3.089999914,4.12508
14059,9.672164038,4.392511741,-3.652993155,0.229029,-2.359999895,0.879999995,1.846
6517,8.770039237,-5.650030577,-0.650002737,1.45867,-0.970000029,4.880000114,3.28779
14101,12.0337704,-1.914182929,-3.222199393,0.49092,-0.01,-3.75999999,1.39192
9306,3.076897658,-13.48656006,1.392410654,-2.04566,0.800000012,2.730000019,1.72444
3263,9.316594462,-10.59505902,2.732340517,-0.706223,-2.400000095,2.599999905,0.879113
10293,10.54758189,2.759189245,-3.245433895,-0.233272,-1.840000033,1.600000024,1.89718
13817,11.4514644,-0.250029768,-3.107349257,0.586435,-0.569999993,-3.160000086,1.84
14278,7.089999692,-5.354859771,-0.151650883,-1.6865,-0.409999996,-1.879999995,6.14826
14193,9.449416185,2.539182047,-3.687463797,1.89503,0.159999996,-1.190000057,1.79764
13054,10.26245195,-1.881324629,-2.208255139,0.423155,0.430000007,2.269999981,2.75064
4381,-5.968127852,-16.64138749,4.276567671,-0.0981387,2.529999971,-2.849999905,3.08541
4708,4.615073273,2.680501159,-11.14978699,-1.27236,1.440000057,-6.349999905,2.24944
9724,12.10837946,7.184074005,-3.926242033,0.788,-9,-1.409999967,1.17179
14095,10.93399052,2.916136124,-4.685883635,-0.00285483,-2.619999886,-2.230000019,2.15474
12637,11.18904252,-6.01526908,-3.239439069,0.4495,1.75999999,-2.950000048,1.38484
12792,11.5744638,4.16717854,-2.743579206,1.202,-1.519999981,1.039999962,0.894578
2813,7.161035282,-3.394741955,8.356966744,5.24482,1.700000048,-0.699999988,3.45
9929,9.366531519,6.617313089,-3.517623366,2.55377,3.079999924,-0.340000004,1.60753
3785,4.884757829,8.796752993,-8.836469511,-0.921064,9.420000076,-1.320000052,1.76053
9767,10.25649558,1.565311671,-2.691186296,0.476,-0.310000002,1.929999948,2.30636
10620,9.492436524,-1.593170713,-5.282506619,-0.0278,-1.100000024,3.039999962,1.77947
10715,10.07073865,-8.403136144,-2.475066019,0.800403,9999.990234,9999.990234,1.07737
9298,2.369162751,-14.14538837,0.311501736,0.726182,0,-2.650000095,1.46437
3927,3.772807816,-1.400728083,-9.470699874,0.74942,7.309999943,1.169999957,3.30474
10824,11.56756014,3.685660734,-3.902712283,-0.29375,1.610000014,-2.549999952,1.31947
14983,6.318383171,-9.047191028,0.977291924,1.532,-0.109999999,0.07,2.44284
4338,-7.107435122,-17.81935019,-2.167931834,-5.62294,2.720000029,-4.369999886,1.86493
8654,9.871202561,8.812319074,-2.011773545,-1.1415,-1.330000043,-1.029999971,1.589
7274,-2.839508933,7.091012469,13.62345481,2.35,-0.639999986,2.519999981,2.51789
8244,-4.769457026,-20.34747739,-7.784488834,0.16,-1.919999957,2.24000001,0.762632
9531,3.066393913,-11.30021468,2.243143292,3.09784,-2.980000019,2.670000076,4.01521
9368,2.768243347,-13.5257814,1.813869168,0.67054,-1.24000001,0.639999986,1.92981
12816,6.926288691,8.418623045,-2.312250989,1.8261,-0.75,0.689999998,3.61711
12588,11.09515042,4.657379142,-3.293486289,0.882906,-0.349999994,0.779999971,1.9153
3652,1.658038435,4.350162155,-12.34250353,-0.952109,-1.809999943,7.03000021,2.62584
7293,-1.07549443,4.342465153,13.75602847,-0.67,-4.150000095,2.960000038,2.43316
14598,-6.196403971,19.14974601,2.122469961,2.4613,-0.430000007,-2.039999962,1.66641
8045,5.900987214,6.727483232,-10.04997981,-0.9,-1.460000038,5.53000021,3.15813
10926,8.559452326,7.346548949,-3.828803785,3.96101,-1.730000019,-2.880000114,2.44632
5204,1.58560762,6.964113563,-11.02625274,-6.05176,-4.329999924,-3.700000048,2.26639
10932,10.72822622,0.852553417,-2.748208454,1.25131,2.539999962,0.970000029,2.1054
4398,-3.901901272,-12.47912285,8.407029183,3.20788,-13.21000004,5.789999962,4.8533
12834,11.03079785,8.059285996,-3.421393031,0.11725,1.00999999,0.50999999,1.10733
4917,1.70266914,0.081014117,-10.5676039,-1.96871,-3.380000114,6.03000021,2.14819
6415,-1.252242547,-13.01997075,-0.669998554,0.224111,-0.699999988,5.070000172,5.58053
14473,-2.561305124,19.03508786,2.173273772,-2.065,-3.559999943,-0.879999995,2.27821
13893,7.095091799,5.953831076,-2.588656411,11.6554,-4.510000229,6.5,4.83117
8706,11.82885004,7.401780125,-3.365898658,1.32525,9999.990234,9999.990234,1.23181
6766,-12.27602407,15.17093786,11.50198921,-0.67,2.700000048,-1.549999952,4.20658
6321,4.14993982,-11.20997682,0.219998671,-4.16734,0.660000026,-2.400000095,3.57645
9626,9.958604322,1.026792412,-2.904093337,0.287505,9999.990234,9999.990234,2.77059
5892,5.34998088,-10.36002278,-1.6899963,0.197226,-0.910000026,0.870000005,2.74213
14504,-4.097932279,21.47883258,-0.376473594,1.3255,-3.900000095,1.929999948,1.79158
7250,-6.288063935,8.206054306,16.68199704,0.78,0.200000003,-2.539999962,2.97789
5087,-7.123117621,-16.58752562,-0.625116714,-3.75,4.53000021,-6.650000095,2.61175
7897,-7.942079936,20.16049594,9.494504353,-0.83,-1.330000043,-2.289999962,2.26368
14876,-0.203429502,16.01257804,-0.316622652,-0.8656,2.519999981,-2.789999962,1.63518
13745,10.19981689,7.453800164,-3.173050376,1.67437,0.730000019,-2.160000086,1.33043
8893,13.37273338,4.372102752,-4.094524221,-1.03876,2.890000105,-5.320000172,1.04518
14012,10.36847351,4.677763586,-4.069276784,0.499561,-1.409999967,3.809999943,1.43813
6419,1.100024957,-12.04996351,-0.699997562,-0.687833,-0.460000008,3.329999924,6.55924
14405,-9.174880904,22.87566313,-3.391192928,-1.858,-0.819999993,-2.400000095,1.48653
11894,-1.917741539,-16.42892831,-0.164887233,-3.11029,0.560000002,-1.190000057,2.38805
10336,9.722589545,-4.826930119,-1.839372265,3.30105,1.50999999,-3.670000076,1.96777
9174,8.965826908,3.174852775,-2.810021553,-4.24461,-1.340000033,-1.379999995,2.07894
5640,9.799956018,3.77998561,-0.399998162,-0.5505,6.409999847,1.070000052,3.23211
6243,5.959953833,-10.13001466,-2.679993904,-0.309333,-2.289999962,-0.860000014,2.55683
12550,9.372326798,5.596910288,-4.033627017,-1.6603,0.699999988,0.610000014,1.88857
2699,3.39994299,-13.88999487,4.559991274,0.5,-0.100000001,-0.5,1.26
7572,1.797996257,-12.71498003,-4.332998975,0.01,0.319999993,-3.109999895,2.43316
3645,1.039552678,6.252829313,-12.93142598,-0.255863,-3.349999905,6.900000095,1.8561
2960,-4.97174526,-14.5470769,6.97103484,-1.52842,-0.5,0.200000003,2.65105
3766,4.432193803,4.098473244,-10.93221452,0.794831,-2.809999943,7.900000095,0.953892
4058,-0.535922688,-5.73397596,-12.7604352,5.49767,-4.579999924,4.309999943,3.23495
7541,3.224974666,-8.761984669,-8.781979271,0.76,9999.990234,9999.990234,0.883684
6245,6.050052717,-10.02002049,-2.640010001,-0.592167,9999.990234,9999.990234,2.50539
5757,1.839994775,-11.4499756,0.199999825,2.36233,-4.579999924,1.730000019,3.27219
12126,1.730224011,14.98478356,-0.605721799,1.4135,-0.400000006,-0.810000002,2.58871
10775,10.83443086,4.202600685,-2.201759,-0.828,-0.819999993,-3.400000095,1.58821
4888,3.892180538,-1.682693453,6.581370435,-3.41047,-2.130000114,2.970000029,2.40425
13006,12.47621649,0.987754492,-3.370233889,-0.944713,-2.430000067,-0.980000019,1.13872
10572,9.436945096,6.06049466,-3.694327945,1.485,-0.769999981,3.150000095,1.265
4376,-5.444572313,-16.38268004,4.060050634,-0.856632,3.029999971,-5.690000057,2.22323
7650,-2.705043005,-16.82149699,-4.694007149,1.46,-0.379999995,6.78000021,2.13053
13035,11.76019993,-0.756094612,-3.04729996,2.31712,1.350000024,3.720000029,1.69474
5159,-5.852957191,12.77611246,-13.10751432,1.01447,-6.320000172,-5.980000019,9.58979
9279,12.04200396,0.086458016,-3.481223762,0.3,-4.539999962,-1.690000057,1.05122
3365,0.503528518,-16.97381119,0.967197068,0.588229,5.199999809,1.100000024,1.34055
13406,13.59937054,-3.876303528,-2.69530914,0.527006,-1.129999995,-2.480000019,0.641579
6832,-10.50493962,22.44807869,6.870004945,-2.76,1.340000033,-1.529999971,2.19105
8451,8.54716813,-8.109266825,-3.521286429,-1.26,6.699999809,-1.580000043,1.77947
14431,-0.924041595,16.01247545,2.684385563,-1.69501,-6.190000057,5.079999924,3.2321
7086,-4.225010822,-14.13899311,2.108995577,-2.88,-2.319999933,5.320000172,4.93895
12705,7.733046188,9.611166362,-2.303342922,-1.0655,1.700000048,1.980000019,1.95984
11469,10.95697598,1.5494308,-3.390691363,1.21,-0.800000012,-3.74000001,1.40421
9170,10.56316958,2.751972543,-3.159437601,-0.292661,2.890000105,-3,1.80368
3806,3.863813773,-0.216562829,-8.514662217,-1.46518,-5,2.910000086,4.72433
7662,-1.884524532,-15.02995046,-4.021991151,1.17,-1.350000024,3.75,2.88105
10649,10.01267537,-5.129985061,-3.90348487,-1.514,-3.74000001,-2.839999914,1.07495
4496,-6.06567143,6.419399294,-14.43432168,7.9034,-2.230000019,-4.199999809,2.26098
10981,8.009866609,5.91759671,-4.589084562,0.885854,-2.190000057,3.589999914,3.68
4155,-3.563060879,-15.15163893,-7.984671377,2.34525,4.559999943,-3.569999933,2.84474
13096,13.83568335,2.17548029,-4.405801308,0.776252,4.829999924,-1.519999981,0.703618
11266,9.690542334,-3.122920488,-1.98334621,2.66451,-3.430000067,3.150000095,2.51516
7986,1.291010573,10.83098329,-9.291494534,0.71,4.300000191,-2.970000029,2.17895
10348,9.998825043,-4.760999237,-1.998285496,0.338545,-0.239999995,-3.819999933,1.89097
6787,-7.615047043,11.40795519,15.17298157,-3.06,-2.25,3.069999933,2.63895
3601,-5.664046821,17.72207823,-3.460037928,7.06718,-4.460000038,4.699999809,2.48956
8816,10.55685411,-0.026603645,-2.687903119,1.5505,2.539999962,-4.590000153,2.44526
7301,-7.649504135,20.15049996,1.487999315,-3.2,0.850000024,-3.00999999,2.27579
12138,1.611344102,14.83047647,-0.71954836,1.397,-1.409999967,-3.359999895,2.66376
3242,5.100190684,-2.689100247,7.773123353,0.141412,-4.699999809,0.100000001,4.50316
3846,6.505557274,4.891324845,-8.347331999,-7.61236,-5.519999981,0.629999995,1.92865
13761,9.322625027,7.13221908,-3.366891935,-0.331779,9999.990234,9999.990234,2.01163
3058,-5.953250686,13.54345698,5.508825799,0.664852,-6.5,7.300000191,8.04327
3050,-5.057850568,17.79987492,-4.403254468,3.00953,1.299999952,-1.399999976,2.32643
6762,-12.15003703,15.08143495,11.46699476,0.51,3.75999999,-1.470000029,4.05526
14907,6.175277438,-10.29687047,-0.789854349,0.4775,1,1.220000029,1.7825
5322,7.849967826,7.469968323,1.339995552,-3.63,-2.24000001,9.550000191,2.79632
14614,-6.257806147,18.35499917,2.904304275,-0.442131,9999.990234,9999.990234,1.67553
11366,12.00719032,2.78554071,-3.630477083,0.0921093,-6.079999924,4.949999809,1.39977
7732,-8.689100725,-22.66944689,3.086006343,-12.91,0.25999999,-4.46999979,1.97316
5725,7.749996382,8.180001013,1.070000231,-0.479059,-2.279999971,-4.690000057,2.58882
14461,-2.260535147,18.49764541,2.458256725,-0.425,-3.859999895,-1.169999957,2.33632
3288,-0.019432413,-6.122983184,-11.43052821,-15.2347,-1.399999976,-0.100000001,2.40012
8286,-11.7180413,-21.13800225,8.236017922,-0.74,1.100000024,-2.519999981,1.18632
6753,-10.7469238,13.53900498,11.66997832,-0.3,3.099999905,-1.570000052,3.34105
11116,12.47167571,0.362798568,-3.404520185,0.258737,1.110000014,-3.109999895,0.892007
8694,8.95954339,7.709619116,-3.884165621,-0.97,2.559999943,-3.109999895,1.96105
5055,-0.979196722,-13.43346113,6.289236344,-1.75895,-9.600000381,5.409999847,2.14035
13130,12.0705136,-1.604530632,-2.937065474,-1.86082,1.090000033,-2.069999933,1.56098
3506,-4.554029577,-14.42587603,5.942636139,3.728,9.489999771,-5.019999981,3.4161
3435,0.26238821,-13.78913283,4.229527592,-0.941125,-4.429999828,0.49000001,1.75122
10046,13.58385998,2.756201115,-4.742975169,-0.095312,-2.539999962,-3.180000067,0.593788
4604,-1.740820366,9.072548056,-14.3166159,-5.11832,1.330000043,4.309999943,3.60018
8839,10.26914774,-1.14501672,-2.381149782,1.50196,5.829999924,-8.840000153,2.06057
13194,11.21032984,3.315721234,-4.874113986,-1.43891,4.269999981,-3.450000048,0.993654
8698,8.666052692,7.773900166,-3.663095428,0.19,0.910000026,-3.279999971,2.02642
11818,-0.323461086,-14.99795262,-1.846056119,-0.722767,9999.990234,9999.990234,1.63421
13195,13.27551037,-0.914345442,-3.599135837,0.223088,3.859999895,-4.019999981,1.86421
6932,8.845971955,10.03797327,0.778997801,-0.03,3.269999981,3.529999971,2.08211
4429,-7.28880565,-17.17479066,-0.858881821,3.09951,-1.330000043,5.099999905,3.64497
13786,10.66422487,0.385992619,-2.760983226,0.18,0.980000019,-2.569999933,1.82789
8868,9.376707589,6.462678496,-3.322937021,-2.21016,-1.350000024,-2.779999971,1.85646
4164,-3.664951565,-14.5040603,-8.642832252,0.249803,-2.74000001,4.050000191,3.26456
17,7.96999899,-1.860003152,3.10000112,-5.2,0.689999998,1.919999957,4.19
4360,-3.164684083,-14.60235123,3.432697119,-5.552,4.800000191,-0.189999998,2.93674
6886,0.827940325,15.86895452,3.484986165,-1.1,1.149999976,-1.080000043,2.60263
6839,-9.769098493,20.77545059,2.132500821,-4.39,1.940000057,-1.720000029,3.03842
3553,-2.202571227,11.13976969,-11.2061566,9.45611,-0.370000005,1.200000048,3.36526
8520,6.53622306,10.58619712,-5.188508324,-2.885,-0.699999988,-0.790000021,1.25895
3155,3.506813706,9.162193025,8.745686931,-4.15255,-6.199999809,5.5,4.20655
10242,7.616353337,3.804801232,-2.905131105,-5.3644,-1.370000005,4.489999771,7.58509
12159,1.455269507,14.62096436,-0.864163094,1.8215,0.930000007,-3.789999962,2.55845
3527,-6.480783384,-11.91409435,6.829204028,-0.153762,-1.99000001,2.569999933,3.88608
3085,-1.671616568,19.08310072,-0.619828396,-0.26,-5.400000095,-3.799999952,1.1121
14462,-2.267323747,18.51015025,2.452717571,0.449,-3.74000001,-0.860000014,2.39018
11441,13.55871888,-3.858999481,-2.721593571,0.622499,-0.289999992,-3.920000076,0.603447
14499,-4.03239997,21.38853367,-0.244145424,0.6575,-3.650000095,2.75999999,1.69534
14368,7.286470879,8.366899916,-2.352974034,1.6775,-1.139999986,2.859999895,3.41368
4601,-2.259891904,9.558953092,-14.55054623,-3.54942,-3.49000001,4.96999979,3.4365
4131,-2.559630442,-11.10720149,-12.81007323,2.09612,4.210000038,-5.760000229,1.70912
4659,-4.089353589,16.17614127,-4.107554403,-0.186007,5.489999771,-4.25,3.39189
2886,2.352377628,-10.39326842,7.811979099,-1.93187,0.5,-1.5,2.46803
7230,-10.010079,16.79197732,12.48602374,2.98,-2.519999981,6.900000095,2.99
10678,10.79286586,6.751766708,-1.45905847,0.1068,0.730000019,-2.75999999,1.656
6046,5.059974091,9.830001257,-4.959994328,-0.674333,-0.479999989,1.019999981,2.23544
12595,9.088050286,4.482092784,-2.8066176,-0.8128,-4.840000153,2.25,2.98952
3751,-1.459199311,15.37993373,3.819703833,1.01821,-3.900000095,0.189999998,4.01966
7994,3.655988743,1.800994102,11.47399008,0.5,0.910000026,5.869999886,2.32421
10803,12.04873196,5.957379165,-4.087355279,0.191004,0.460000008,-3.109999895,1.30313
4191,-4.650443614,-15.36367197,-7.059159461,4.60189,-0.289999992,-4.099999905,3.15391
11043,11.9032863,0.581142663,-3.177525904,-1.7088,-1.080000043,2.180000067,1.07737
10867,10.46586566,1.636709528,-2.870862753,-0.4575,-1.74000001,2.230000019,2.76711
8171,-0.680484924,-10.26052812,11.37403147,-9.39,9999.990234,9999.990234,2.39684
15035,9.160984433,-4.30860587,-1.631854214,-1.8815,-3.079999924,0.649999976,1.77705
14134,11.46532912,3.271956093,-4.178335507,1.50989,1.580000043,-2.420000076,1.1167
10518,8.852158039,8.781584543,-3.790663165,0.158004,1.309999943,-1.299999952,1.69232
6550,4.889141391,-9.499992503,-1.030000646,-3.04417,9999.990234,9999.990234,5.54018
5359,8.590029955,7.020028799,1.930009617,-1.84999,3.980000019,-6.809999943,2.029
12684,10.44306532,3.108532555,-1.480347313,2.464,1.129999995,-0.660000026,2.39684
8225,-6.506068635,-24.23499564,-2.288000259,-0.97,9999.990234,9999.990234,0.817105
12245,11.14971414,2.618630297,-5.147559111,0.181641,1.629999995,0.620000005,1.23474
11030,10.8138844,-0.641617802,-2.756068706,1.11106,-0.5,1.850000024,1.70472
11510,8.940564352,-5.337108268,-2.275231859,3.435,-5.96999979,1.070000052,1.8975
7562,-1.069980086,-3.986931423,16.26452067,-1.42,-5.25,2.309999943,1.87632
8170,-0.689964042,-10.1079722,11.37997275,-10.82,9999.990234,9999.990234,3.12316
5082,-6.400885188,-16.16336415,1.904981836,3.57563,9999.990234,9999.990234,2.78421
13644,5.712171306,7.483793494,-4.015886835,-5.28549,-3.140000105,1.690000057,4.88257
15054,10.24385059,-2.835466022,-1.687781504,0.542014,-3.549999952,0.270000011,1.8061
8120,3.139044273,-3.32004852,11.24099914,-1.7,-3.839999914,1.370000005,4.83242
14014,10.35807995,4.67776265,-4.069631463,0.168381,-1.450000048,2.569999933,1.48399
13216,8.619973703,-3.446805865,-1.426934385,-1.62269,-2.670000076,2.400000095,2.85976
10208,13.13073348,-1.346984476,-3.544652359,-0.40342,-2.930000067,8.600000381,1.32424
3463,-4.925729447,-18.1215578,0.852158918,-1.81834,-4.28000021,1.700000048,1.76073
9805,10.07785499,0.962687866,-2.496059809,-1.69375,-4.510000229,0.170000002,2.50238
13571,6.249743016,9.013770167,-2.866303167,-0.82,-2.039999962,-2.180000067,1.85937
7716,-1.817552404,-12.14651352,-6.801518732,-4.17,-0.569999993,-3.140000105,2.42105
14315,9.002244124,-5.246201214,-2.309291318,2.56,-2.769999981,-2.369999886,2.14263
5042,3.212281643,-12.27684873,2.901403413,-4.8325,-6.909999847,4.28000021,3.45385
7149,-8.146956826,-14.78006416,-0.904001458,0.9,-2.50999999,5.199999809,2.08211
10131,9.946735204,4.792387436,-3.852632691,-0.254409,-0.219999999,1.679999948,1.57791
8925,12.18689293,-0.28096008,-3.258009533,3.16664,3.660000086,-3.440000057,3.04419
9467,0.578432745,-14.30760873,2.539838537,-0.828885,-5,7.179999828,1.90078
13564,7.451547312,9.559315208,-2.534796778,0.366,-1.620000005,-2.559999943,1.74074
11585,-1.134264851,-18.62847878,3.358720816,-1.25304,-1.220000029,-2.549999952,1.1514
3558,-0.936875473,10.0390425,-10.54067703,8.20202,-2.559999943,-2.569999933,3.83253
7886,-4.730039211,9.334979339,15.26898853,-0.06,3.480000019,3.700000048,2.02158
8593,11.12869365,2.869365797,-3.475940701,-1.10925,1.279999971,2.25,1.24911
7890,-7.18652022,18.71847428,10.17849882,3.74,2.670000076,2.589999914,2.42105
11872,-5.044619715,-18.43145702,0.835634943,0.04452,0.170000002,-3.140000105,2.20259
11726,-5.253735176,-18.66446227,-0.090635123,-0.961898,-1.940000057,2.920000076,1.83141
9735,6.30345329,7.618760329,-4.22264994,8.6161,-2.049999952,1.409999967,3.8837
7835,-8.580023013,15.50003223,-5.621506924,8.55,-1.610000014,2.700000048,3.94632
6294,8.71001885,-5.380014435,1.129998387,-3.6845,0.879999995,-2.619999886,3.24421
8840,10.30036734,-1.130814442,-2.395318693,1.25356,1.75999999,-7.320000172,1.88986
4175,-3.994671575,-11.39438322,-10.96583624,-1.99495,1.269999981,5.179999828,2.1019
4189,-4.440528947,-15.94775221,-7.249753752,0.256927,-2.160000086,2.670000076,3.53603
5414,3.980007445,-11.2400115,-3.850010664,0.146667,9999.990234,9999.990234,2.60707
4709,4.527991916,2.238838783,-10.9582343,-1.4633,1.190000057,-6.440000057,2.52744
8350,-11.93906198,-21.32598862,-6.136009248,2.89,3.589999914,-4.159999847,1.62211
10234,12.15126596,-2.948387048,-2.510061798,2.12923,0.75999999,2.769999981,0.990755
9522,2.095831695,-12.87023819,2.266632857,1.30475,-0.829999983,2.059999943,4.0299
5343,4.940045891,12.41993701,3.439993443,-2.055,-4.650000095,3.119999886,2.46947
4094,-0.322793342,-14.32250758,-9.188490914,2.15135,-4.809999943,-0.550000012,2.61474
10998,11.31837297,0.750119257,-2.956244719,-2.14625,3.160000086,1.5,2.16533
11447,13.7937629,-3.627419842,-2.808839117,0.12,4.420000076,-2.329999924,0.665789
11556,11.42177984,0.459586092,-3.480332833,-0.53,0.920000017,3.910000086,1.39162
12498,8.219152046,7.343452998,-3.816516856,-0.440596,1.970000029,-1.080000043,1.91917
13743,10.35415699,7.401684225,-3.284759002,1.09212,-0.689999998,-2.079999924,1.25895
13065,9.772728944,4.930990019,-4.410191392,-3.02688,-0.50999999,0.829999983,1.33158
4748,5.115620085,5.554659772,-9.955461171,0.00447,0.589999974,6.090000153,1.43525
12240,11.09299899,2.543257384,-5.122021408,0.132656,2.00999999,-0.649999976,1.15
5926,4.379982669,-12.17002673,-0.160000463,0.732333,-2.049999952,-0.589999974,2.34842
8789,9.17071944,6.785774217,-3.777443049,-1.10958,-3.940000057,0.980000019,2.01049
5348,9.090025584,4.373215678,1.330001756,-0.794,-5.440000057,-2.900000095,2.19832
9209,10.23517988,-4.593910786,-2.539071349,1.472,3.5,-0.039999999,1.80368
9686,11.60731301,5.760460188,-2.133674262,-1.138,1.710000038,-0.370000005,1.87389
6334,9.250001262,-3.050002339,0.069999984,-4.70583,-0.579999983,-0.660000026,3.19155
